Latitude,Longitude,Pays,Ville_Proche,Region
19.6212558,-103.4225026,Mexico,Ciudad Guzmán,North America
19.6254371,-99.093648,Mexico,Zumpango,North America
19.6426991,-99.2456443,Mexico,Zumpango,North America
19.6443255,-99.1770172,Mexico,Zumpango,North America
19.6921101,-100.5641709,Mexico,Ciudad Hidalgo,North America
19.6980758,-103.4720597,Mexico,Ciudad Guzmán,North America
19.7054231,-99.2273464,Mexico,Zumpango,North America
19.7151691,-98.9638706,Mexico,Zumpango,North America
19.7312098,-99.5477334,Mexico,Toluca,North America
19.7714188,-99.2100698,Mexico,Zumpango,North America
19.8060378,-97.3530092,Mexico,Teziutlan,North America
19.8077401,-100.1209649,Mexico,Ciudad Hidalgo,North America
19.9108348,-99.1356282,Mexico,Zumpango,North America
19.94093,79.2996336,India,Chānda,India
2.1808795,-73.7850237,Colombia,San Vicente del Caguán,South America
2.4476396,-76.6121058,Colombia,Popayán,South America
2.6904319,-75.3244595,Colombia,Campoalegre,South America
2.8261196,-60.6669335,Brazil,Boa Vista,South America
2.8926943,-75.4364714,Colombia,Neiva,South America
2.9521513,99.0652274,Indonesia,Pematangsiantar,South Asia
20.0539284,-102.7197188,Mexico,La Barca,North America
20.0547192,-99.2272981,Mexico,Zumpango,North America
20.0636867,-99.2209004,Mexico,Zumpango,North America
20.0691408,-97.0442079,Mexico,Nautla,North America
20.1298663,-101.1627788,Mexico,Morelia,North America
20.1460141,-98.4389906,Mexico,Pachuca,North America
20.1535563,-98.2059382,Mexico,Pachuca,North America
20.1537905,-98.4358075,Mexico,Pachuca,North America
20.1747439,85.6127044,India,Bhubaneshwar,India
20.1819947,-96.8763665,Mexico,Nautla,North America
20.2301885,-103.5718104,Mexico,Guadalajara,North America
20.2314045,-99.2145055,Mexico,Zumpango,North America
20.2448444,74.4385473,India,Mālegaon,India
20.275637,-98.1474271,Mexico,Pachuca,North America
20.3066298,74.6549964,India,Mālegaon,India
20.3379645,-103.0855711,Mexico,Guadalajara,North America
20.3447946,-102.775046,Mexico,La Barca,North America
20.3956986,-101.1910391,Mexico,Salamanca,North America
20.523462,-100.9928528,Mexico,Celaya,North America
20.52558,-100.8144307,Mexico,Celaya,North America
20.5380397,-104.043565,Mexico,Guadalajara,North America
20.6217615,-103.2303905,Mexico,Guadalajara,North America
20.6220515,-103.3210983,Mexico,Guadalajara,North America
20.6265841,-87.0700776,Mexico,Cozumel,North America
20.6547327,-105.2161967,Mexico,Puerto Vallarta,North America
20.6571388,-101.3555123,Mexico,Irapuato,North America
20.6596972,-101.3430281,Mexico,Irapuato,North America
20.6769113,-103.3391503,Mexico,Guadalajara,North America
20.677412,-88.1952734,Mexico,Valladolid,North America
20.7113513,83.4804579,India,Sambalpur,India
20.7241331,-101.9611382,Mexico,Irapuato,North America
20.7319557,-101.9582535,Mexico,Irapuato,North America
20.7465451,-97.6280308,Mexico,Poza Rica de Hidalgo,North America
20.7613567,-156.4533103,United States of America,Kihei,North America
20.818542,-102.7419184,Mexico,La Barca,North America
20.827783,71.0361975,India,Diu,India
20.836905,84.3213769,India,Sambalpur,India
20.9088078,74.7662517,India,Dhūlia,India
21.0239395,-101.2620757,Mexico,Guanajuato,North America
21.0374371,-101.8697235,Mexico,León de los Aldama,North America
21.0393033,75.7735938,India,Bhusāval,India
21.1175722,-101.6793607,Mexico,León de los Aldama,North America
21.1192637,82.1068713,India,Raipur,India
21.1432036,79.0813228,India,Nāgpur,India
21.1457816,79.087421,India,Nāgpur,India
21.155259,-98.9040207,Mexico,Tamazunchale,North America
21.1690659,73.5735556,India,Navsāri,India
21.1873455,81.2759558,India,Bhilai,India
21.2540495,81.6250984,India,Raipur,India
21.3193399,78.0050563,India,Amrāvati,India
21.3262533,-157.8473734,United States of America,Honolulu,North America
21.3276639,78.0068605,India,Amrāvati,India
21.3529205,-101.9453876,Mexico,Lagos de Moreno,North America
21.3835995,-158.0045592,United States of America,Waipahu,North America
21.3986993,-157.9631565,United States of America,Pearl City,North America
21.3998396,-157.9637486,United States of America,Pearl City,North America
21.437795,80.2016276,India,Nāgpur,India
21.516811,70.4649762,India,Porbandar,India
21.5262367,70.4506638,India,Porbandar,India
21.6610627,-97.8503712,Mexico,Pánuco,North America
21.7589003,80.053837,India,Nāgpur,India
21.7656176,85.9750377,India,Jamshedpur,India
21.8792207,-102.2915233,Mexico,Aguascalientes,North America
21.8926256,87.4776819,India,Medinīpur,India
22.1115871,85.3879445,India,Raurkela,India
22.1178974,80.5207147,India,Jabalpur,India
22.1206143,84.0299142,India,Sambalpur,India
22.1477864,-102.2758802,Mexico,Aguascalientes,North America
22.2514352,-97.8705022,Mexico,Tampico,North America
22.2657319,86.1808408,India,Jamshedpur,India
22.2968894,73.1937277,India,Vadodara,India
22.3311859,-97.8655699,Mexico,Tampico,North America
22.3534604,82.6777372,India,Bilāspur,India
22.3849234,77.2262665,India,Bhopal,India
22.4603101,70.0629528,India,Rājkot,India
22.4825138,88.1806239,India,Kolkata,India
22.5529675,72.9472825,India,Vadodara,India
22.5922194,75.3131684,India,Indore,India
22.5983811,75.2993122,India,Indore,India
22.6093584,84.5254987,India,Raurkela,India
22.6100418,84.5194423,India,Raurkela,India
22.6682443,88.3470519,India,Hāora,India
22.6718467,88.3439039,India,Hāora,India
22.6804436,74.9499884,India,Ratlām,India
22.7228343,75.841883,India,Indore,India
22.7348577,-98.9543533,Mexico,Ciudad Mante,North America
22.7366379,88.3267098,India,Hāora,India
22.7451199,88.3836509,India,Bhātpāra,India
22.7542185,77.7234756,India,Bhopal,India
22.758463,78.3537465,India,Bhopal,India
22.8248651,88.3772723,India,Bhātpāra,India
22.8405005,88.6276505,India,Bhātpāra,India
22.8943031,-109.9258622,Mexico,Cabo San Lucas,North America
22.9790644,88.4334945,India,Bhātpāra,India
23.0216,75.2421456,India,Ratlām,India
23.0272596,72.5780809,India,Ahmadābād,India
23.0309507,72.5832355,India,Ahmadābād,India
23.0310516,72.5829869,India,Ahmadābād,India
23.0600403,87.3109767,India,Barddhamān,India
23.0902196,81.9401523,India,Bilāspur,India
23.1635897,85.5965314,India,Ranchi,India
23.2017627,77.07933,India,Bhopal,India
23.2174567,-106.4170715,Mexico,Mazatlán,North America
23.2313212,91.3130875,India,Comilla,India
23.2410315,87.8640298,India,Barddhamān,India
23.2415572,87.0638804,India,Āsansol,India
23.2485464,88.4337999,India,Krishnanagar,India
23.2567762,77.4211048,India,Bhopal,India
23.2788184,81.3411126,India,Jabalpur,India
23.3065893,87.4116939,India,Barddhamān,India
23.3255397,75.0396549,India,Ratlām,India
23.3324871,86.3639423,India,Dhanbād,India
23.3661878,85.3259837,India,Ranchi,India
23.4197432,76.278554,India,Ujjain,India
23.4298091,76.2783315,India,Ujjain,India
23.5326242,77.8054211,India,Bhopal,India
23.5715523,76.4689943,India,Ujjain,India
23.5977727,70.5978453,India,Bhuj,India
23.6609192,-100.65198,Mexico,Matehuala,North America
23.6744039,85.34951,India,Ranchi,India
23.6778846,74.0216828,India,Udaipur,India
23.68501,86.9987157,India,Āsansol,India
23.7084874,76.0169041,India,Ujjain,India
23.7321808,86.1721229,India,Dhanbād,India
23.7404635,84.5073402,India,Ranchi,India
23.7950839,86.4385239,India,Dhanbād,India
23.8467299,72.1174412,India,Ghandinagar,India
23.9784855,85.3567661,India,Ranchi,India
24.0176494,-104.6637257,Mexico,Durango,North America
24.036661,78.9649039,India,Saugor,India
24.1329977,-110.297701,Mexico,La Paz,North America
24.1356809,79.6025511,India,Saugor,India
24.1481683,87.8388745,India,Nawābganj,India
24.1500792,87.8386405,India,Nawābganj,India
24.223955,88.2611128,India,Nawābganj,India
24.2502842,86.6453987,India,Dhanbād,India
24.3862625,77.4259946,India,Bhopal,India
24.3863969,77.4262843,India,Bhopal,India
24.4332433,85.5246387,India,Gaya,India
24.4628325,75.4446159,India,Kota,India
24.462915,75.4374182,India,Kota,India
24.4785575,75.1495838,India,Kota,India
24.5006344,88.0754868,India,Nawābganj,India
24.5923323,72.707273,India,Udaipur,India
24.5968935,72.7026284,India,Udaipur,India
24.6527193,85.4941684,India,Gaya,India
24.6583342,77.3219061,India,Bhopal,India
24.8111167,-107.3871551,Mexico,Culiacán,North America
24.9049815,84.172217,India,Aurangābād,India
24.9164652,86.2257511,India,Bhāgalpur,India
24.9902697,81.635522,India,Allahābād,India
25.0053699,88.1393651,India,Nawābganj,India
25.0444405,83.6140641,India,Vārānasi,India
25.1353042,82.5615621,India,Mirzāpur,India
25.1372989,82.5755781,India,Mirzāpur,India
25.1395317,82.5726654,India,Mirzāpur,India
25.2454937,86.9968805,India,Bhāgalpur,India
25.2812032,86.5742216,India,Bhāgalpur,India
25.3305428,85.2773814,India,Patna,India
25.3527449,85.0315485,India,Patna,India
25.376209,86.467343,India,Bhāgalpur,India
25.3762884,86.4736066,India,Bhāgalpur,India
25.3913404,86.9313782,India,Bhāgalpur,India
25.4026183,86.3611199,India,Bhāgalpur,India
25.4072381,79.7450582,India,Fatehpur,India
25.4137774,83.6704673,India,Vārānasi,India
25.4204391,86.8306431,India,Bhāgalpur,India
25.4394018,81.8443393,India,Allahābād,India
25.484947,-80.431702,United States of America,Leisure City,North America
25.5011022,85.9748036,India,Patna,India
25.5160928,90.2191647,India,Jamālpur,India
25.5609804,83.981291,India,Aurangābād,India
25.5610346,83.9813522,India,Aurangābād,India
25.6478714,84.8845462,India,Patna,India
25.6496207,84.9879435,India,Patna,India
25.65769,76.7610945,India,Kota,India
25.6662473,-100.3061306,Mexico,Monterrey,North America
25.669969,-80.401756,United States of America,The Crossings,North America
25.6782793,-100.4485688,Mexico,Monterrey,North America
25.6887119,85.9991896,India,Muzaffarpur,India
25.702492,-80.44009,United States of America,Kendall West,North America
25.7074529,-80.4143033,United States of America,Kendale Lakes,North America
25.7404106,86.0862016,India,Muzaffarpur,India
25.7488178,-100.2721867,Mexico,Monterrey,North America
25.761632,-80.3571537,United States of America,Fountainebleau,North America
25.7734387,73.333069,India,Pāli,India
25.7761361,-103.2626466,Mexico,Torreón,North America
25.7762085,-100.1853994,Mexico,Monterrey,North America
25.7846164,-100.1911267,Mexico,Monterrey,North America
25.7859726,-80.2148891,United States of America,Miami,North America
25.8490203,86.677446,India,Hanumānnagar,India
25.8864388,-97.5124786,Mexico,Heroica Matamoros,North America
25.9104867,-80.3104081,United States of America,Miami Lakes,North America
25.9346193,80.8078766,India,Fatehpur,India
25.9628508,-100.3029992,Mexico,Monterrey,North America
26.0117003,78.8757303,India,Jhānsi,India
26.0414999,84.0444273,India,Gorakhpur,India
26.043324,-80.2835889,United States of America,Cooper City,North America
26.0506648,-80.168067,United States of America,Dania Beach,North America
26.0789725,86.694276,India,Hanumānnagar,India
26.14189,127.712549,Japan,Naha,Japan
26.1740758,90.625231,India,Sarpang,India
26.1866524,86.0832959,India,Janakpur,India
26.205872,-80.2292375,United States of America,North Lauderdale,North America
26.2093977,-98.3155458,United States of America,Mission,North America
26.2331464,-80.2215484,United States of America,Margate,North America
26.2640667,88.2039543,India,Shiliguri,India
26.3046503,-80.1293898,United States of America,Deerfield Beach,North America
26.3124866,-80.1276309,United States of America,Deerfield Beach,North America
26.3808518,-80.1101911,United States of America,Boca Raton,North America
26.3957238,75.878885,India,Tonk,India
26.3986557,127.7508247,Japan,Naha,Japan
26.4370908,80.3248161,India,Cawnpore,India
26.4484227,80.333831,India,Cawnpore,India
26.4522986,80.3367542,India,Cawnpore,India
26.4531612,80.3331686,India,Cawnpore,India
26.4549745,84.8539421,India,Birgañj,India
26.5041335,77.9899888,India,Gwalior,India
26.6392413,-80.092277,United States of America,Palm Springs,North America
26.6510477,-80.265738,United States of America,Wellington,North America
26.6611409,85.7031654,India,Janakpur,India
26.7198028,-81.8616714,United States of America,North Fort Myers,North America
26.7626655,94.213594,India,Jorhāt,India
26.8227075,-109.6444724,Mexico,Huatabampo,North America
26.8985809,84.1431455,India,Birgañj,India
26.9006125,75.796473,India,Jaipur,India
26.9041163,83.9814815,India,Gorakhpur,India
26.9050555,83.9816397,India,Gorakhpur,India
26.9107814,-101.4328945,Mexico,Monclova,North America
26.912653,75.1872298,India,Jaipur,India
26.9430339,-105.6708343,Mexico,Parral,North America
27.0499242,-82.1998975,United States of America,North Port,North America
27.0954841,84.0943497,India,Birgañj,India
27.1031097,93.6117921,India,Itanagar,India
27.1246056,-104.9207271,Mexico,Camargo,North America
27.2177823,77.2050207,India,Bharatpur,India
27.2182062,77.1957323,India,Bharatpur,India
27.2408825,76.6189072,India,Alwar,India
27.3697661,75.5686319,India,Sīkar,India
27.3751057,75.5695371,India,Sīkar,India
27.4421127,77.0864122,India,Bharatpur,India
27.4895499,-109.9364035,Mexico,Ciudad Obregón,North America
27.4979435,-109.9339382,Mexico,Ciudad Obregón,North America
27.6041256,-80.4140255,United States of America,Vero Beach South,North America
27.6164311,75.1483759,India,Sīkar,India
27.7159063,-82.4260855,United States of America,Ruskin,North America
27.7249956,-97.3792336,United States of America,Corpus Christi,North America
27.7280949,-97.3792407,United States of America,Corpus Christi,North America
27.7835904,-82.6737121,United States of America,St. Petersburg,North America
27.864016,81.4983898,India,Nepālgañj,India
27.866573,-82.707648,United States of America,Pinellas Park,North America
27.9228931,-82.3688462,United States of America,Palm River-Clair Mel,North America
27.9289194,-82.3687015,United States of America,Palm River-Clair Mel,North America
27.9379646,-101.2212903,Mexico,Nueva Rosita,North America
27.9959629,-82.4543818,United States of America,Tampa,North America
27.9968652,-82.4387054,United States of America,Tampa,North America
28.0587049,75.1529217,India,Sīkar,India
28.1230579,-15.4294101,Spain,Las Palmas de Gran Canaria,Europe West
28.1881544,-105.4603859,Mexico,Las Delicias,North America
28.3208658,-82.6728847,United States of America,Bayonet Point,North America
28.344963,-81.3574352,United States of America,Buenaventura Lakes,North America
28.3594818,79.4223328,India,Bareilly,India
28.4135295,77.293942,India,Farīdābād,India
28.4211306,77.2980599,India,Farīdābād,India
28.4471491,74.494571,India,Sīkar,India
28.4568998,77.705072,India,Bulandshahr,India
28.4656936,-16.2459253,Spain,Santa Cruz de Tenerife,Europe West
28.4705912,-81.3381679,United States of America,Orlando,North America
28.4718588,-16.2527069,Spain,Santa Cruz de Tenerife,Europe West
28.573879,77.3269484,India,Ghāziābād,India
28.5822592,78.5610407,India,Morādābād,India
28.6788736,77.4129864,India,Ghāziābād,India
28.6984103,77.0693229,India,Delhi,India
28.7930907,78.9978156,India,Rāmpur,India
28.8039201,-82.538422,United States of America,Homosassa Springs,North America
28.852161,77.0838225,India,Sonīpat,India
29.0757294,-82.2166948,United States of America,Ocala,North America
29.100864,-110.953618,Mexico,Hermosillo,North America
29.1162946,-82.0179525,United States of America,Silver Springs Shores,North America
29.1332289,76.9103457,India,Sonīpat,India
29.1524462,75.6942346,India,Hisar,India
29.179703,74.7767115,India,Sirsa,India
29.3189342,73.8913258,India,Abohar,India
29.3263926,76.3129589,India,Rohtak,India
29.3587578,-100.8750184,United States of America,Del Rio,North America
29.4087222,76.6607656,India,Pānīpat,India
29.4458993,77.3132002,India,Pānīpat,India
29.5621032,-98.2173249,United States of America,Cibolo,North America
29.5626655,-95.3225937,United States of America,Pearland,North America
29.6050575,76.1109638,India,Hisar,India
29.6885081,-82.3541576,United States of America,Gainesville,North America
29.6966378,-95.1092572,United States of America,Deer Park,North America
29.79331,77.8794301,India,Muzaffarnagar,India
29.878655,-98.266576,United States of America,Canyon Lake,North America
29.9502356,74.7371101,India,Abohar,India
29.9782453,-95.1928017,United States of America,Atascocita,North America
29.9860395,76.5822229,India,Patiāla,India
3.1251932,-73.7548554,Colombia,San Martín,South America
3.2225319,-75.2227171,Colombia,Neiva,South America
3.5762227,98.6858558,Indonesia,Medan,South Asia
3.5805928,98.6765465,Indonesia,Medan,South Asia
3.5888298,98.4840524,Indonesia,Binjai,South Asia
3.5918547,98.6788525,Indonesia,Medan,South Asia
3.6602493,-76.6867805,Colombia,Cali,South America
30.016258,-90.256317,United States of America,Kenner,North America
30.10106,-81.626033,United States of America,Fruit Cove,North America
30.1064733,78.2899763,India,Dehra Dūn,India
30.1347626,77.2854261,India,Sahāranpur,India
30.160122,-81.8347766,United States of America,Oakleaf Plantation,North America
30.1800158,-98.7678478,United States of America,Fredericksburg,North America
30.3268428,-81.677344,United States of America,Jacksonville,North America
30.3282577,-81.6669688,United States of America,Jacksonville,North America
30.3403109,-81.666786,United States of America,Jacksonville,North America
30.4222454,-89.0586938,United States of America,Gulfport,North America
30.4240626,-89.08152,United States of America,Gulfport,North America
30.432219,-86.8863871,United States of America,Navarre,North America
30.44469,-91.1298423,United States of America,Baton Rouge,North America
30.4454054,-91.124028,United States of America,Baton Rouge,North America
30.4544174,-84.0340654,United States of America,Tallahassee,North America
30.5385502,-97.5356119,United States of America,Hutto,North America
30.6436165,76.8255339,India,Chandigarh,India
30.6515962,75.5964571,India,Ludhiāna,India
30.6650232,74.7632216,India,Kasur,India
30.7045523,76.2087479,India,Ludhiāna,India
30.7382036,76.6400899,India,Chandigarh,India
31.1035152,77.1610319,India,Shimla,India
31.106219,77.1783321,India,Shimla,India
31.1079093,-97.3871613,United States of America,Temple,North America
31.1840856,75.9995678,India,Ludhiāna,India
31.2190459,75.2054535,India,Jalandhar,India
31.3523615,75.2144461,India,Jalandhar,India
31.3751253,130.4365934,Japan,Kagoshima,Japan
31.3808626,130.4498616,Japan,Kagoshima,Japan
31.382728,130.862979,Japan,Kaneyama,Japan
31.558041,-97.182918,United States of America,Waco,North America
31.563027,-97.184733,United States of America,Waco,North America
31.6049504,74.5722611,India,Lahore,India
31.8536837,-116.6041345,Mexico,Ensenada,North America
31.8648608,-116.6100284,Mexico,Ensenada,North America
31.989448,130.9579,Japan,Miyazaki,Japan
32.049788,130.608643,Japan,Kagoshima,Japan
32.084629,-96.46608,United States of America,Corsicana,North America
32.1103027,131.4044929,Japan,Miyazaki,Japan
32.13127,131.508511,Japan,Miyazaki,Japan
32.2464574,-101.4828006,United States of America,Big Spring,North America
32.3134041,-110.8918241,United States of America,Catalina Foothills,North America
32.4307949,-81.7799973,United States of America,Statesboro,North America
32.4865208,-90.1240037,United States of America,Madison,North America
32.4959156,-114.6557392,United States of America,San Luis,North America
32.5262362,-94.3548534,United States of America,Marshall,North America
32.5273305,-92.6443404,United States of America,Ruston,North America
32.5279654,-92.6367925,United States of America,Ruston,North America
32.5795327,-96.9601998,United States of America,Cedar Hill,North America
32.6601096,130.2902969,Japan,Nagasaki,Japan
32.7405472,129.8807143,Japan,Nagasaki,Japan
32.7810103,-117.0188679,United States of America,La Mesa,North America
32.7834257,-96.7697285,United States of America,Dallas,North America
32.7981188,-116.9617309,United States of America,El Cajon,North America
32.8004101,130.7048598,Japan,Kumamoto,Japan
32.8052184,-79.9596397,United States of America,Charleston,North America
32.8195254,129.8694541,Japan,Nagasaki,Japan
32.842087,-116.932297,United States of America,Winter Gardens,North America
32.8524769,-116.9814764,United States of America,Santee,North America
32.8551918,-96.9568194,United States of America,Irving,North America
32.8568677,-79.8094028,United States of America,Mount Pleasant,North America
32.8713976,-97.3568997,United States of America,Saginaw,North America
32.8804441,130.7861612,Japan,Kumamoto,Japan
32.9010263,-111.7566243,United States of America,Casa Grande,North America
32.9158886,-96.6364901,United States of America,Garland,North America
32.916311,-96.549068,United States of America,Rowlett,North America
32.93359,129.640899,Japan,Sato,Japan
33.012111,-96.6045917,United States of America,Murphy,North America
33.0205627,-96.6099843,United States of America,Murphy,North America
33.0284451,-97.1182696,United States of America,Flower Mound,North America
33.0468798,-97.1128225,United States of America,Flower Mound,North America
33.0499528,-117.2607933,United States of America,Encinitas,North America
33.0550998,-111.4204922,United States of America,Florence,North America
33.1256847,130.0621275,Japan,Saga,Japan
33.1352978,131.7972404,Japan,Ōita,Japan
33.1456543,-97.0634249,United States of America,Corinth,North America
33.1505429,-96.82393,United States of America,Frisco,North America
33.179119,-117.250572,United States of America,Vista,North America
33.1997123,-96.6645777,United States of America,McKinney,North America
33.2033882,130.5014795,Japan,Saga,Japan
33.255369,-87.602913,United States of America,Northport,North America
33.2749292,131.5017157,Japan,Ōita,Japan
33.2757628,-111.8492664,United States of America,Chandler,North America
33.3166395,130.4636684,Japan,Saga,Japan
33.3573338,-82.0774751,United States of America,Augusta,North America
33.3725425,131.5308771,Japan,Ōita,Japan
33.374036,-82.0706871,United States of America,Augusta,North America
33.384269,-86.969087,United States of America,Bessemer,North America
33.3889637,-91.0484951,United States of America,Greenville,North America
33.3911593,-84.7650162,United States of America,Newnan,North America
33.3923429,-112.3232679,United States of America,Avondale,North America
33.4000717,-111.7209472,United States of America,Mesa,North America
33.4151471,-111.7178365,United States of America,Mesa,North America
33.4414027,-84.1430018,United States of America,McDonough,North America
33.5106748,-88.4156882,United States of America,Columbus,North America
33.5231665,-81.719359,United States of America,Aiken,North America
33.5554688,-82.1253846,United States of America,Evans,North America
33.5565059,-82.1367893,United States of America,Evans,North America
33.569095,133.698997,Japan,Kōchi,Japan
33.570662,-117.1825702,United States of America,Murrieta,North America
33.5723274,-101.887771,United States of America,Lubbock,North America
33.572486,131.7299305,Japan,Ōita,Japan
33.5803665,-112.222442,United States of America,Glendale,North America
33.5874235,130.3910513,Japan,Fukuoka,Japan
33.602487,133.683215,Japan,Kōchi,Japan
33.6102905,130.4810752,Japan,Fukuoka,Japan
33.612219,131.184151,Japan,Shinozaki,Japan
33.6162145,-111.744283,United States of America,Fountain Hills,North America
33.7494193,132.6972163,Japan,Matsuyama,Japan
33.7608614,-84.4140864,United States of America,Atlanta,North America
33.7624546,-117.4731517,United States of America,Temescal Valley,North America
33.7787987,-117.2246544,United States of America,Perris,North America
33.7992432,-117.9844413,United States of America,Stanton,North America
33.8168195,-84.5685623,United States of America,Mableton,North America
33.8357433,-117.8620591,United States of America,Anaheim,North America
33.8424915,-118.1303167,United States of America,Lakewood,North America
33.847104,130.609009,Japan,Kitaku,Japan
33.8521055,-112.10863,United States of America,Anthem,North America
33.8762973,-84.305231,United States of America,Chamblee,North America
33.8848361,135.1556025,Japan,Wakayama,Japan
33.8953881,-118.2217983,United States of America,Compton,North America
33.8965071,-118.2226273,United States of America,Compton,North America
33.9032266,-118.2225578,United States of America,Compton,North America
33.90427,-118.2726766,United States of America,West Rancho Dominguez,North America
33.9109246,-118.3459101,United States of America,Hawthorne,North America
33.9172609,133.189769,Japan,Matsuyama,Japan
33.9289682,-118.2055133,United States of America,Lynwood,North America
33.9300271,-118.3620839,United States of America,Lennox,North America
33.9388034,-83.7154232,United States of America,Winder,North America
33.9396476,-80.3800977,United States of America,Sumter,North America
33.9419536,-118.1366823,United States of America,Downey,North America
33.9440228,-117.3949701,United States of America,Riverside,North America
33.952789,-118.1863113,United States of America,South Gate,North America
33.9546464,131.2466868,Japan,Shinozaki,Japan
33.9657305,-118.3517979,United States of America,Inglewood,North America
33.979599,-118.0869936,United States of America,Pico Rivera,North America
34.0144363,-118.1068404,United States of America,Montebello,North America
34.0219605,-118.1045686,United States of America,Montebello,North America
34.0602363,135.2133547,Japan,Wakayama,Japan
34.0608449,134.3531197,Japan,Tokushima,Japan
34.0902255,-118.0474845,United States of America,Temple City,North America
34.0908188,-117.8808663,United States of America,Covina,North America
34.1076438,-118.161326,United States of America,South Pasadena,North America
34.1123353,-116.4159731,United States of America,Yucca Valley,North America
34.1140624,-117.6702106,United States of America,Upland,North America
34.1198293,133.6520381,Japan,Takamatsu,Japan
34.1217397,-117.6545303,United States of America,Upland,North America
34.1219834,-117.5802921,United States of America,Rancho Cucamonga,North America
34.1317173,-117.715374,United States of America,Claremont,North America
34.1360696,-117.9042203,United States of America,Azusa,North America
34.1445194,-117.9187354,United States of America,Azusa,North America
34.1730558,-97.4498635,United States of America,Lone Grove,North America
34.17449,131.2016021,Japan,Yamaguchi,Japan
34.1999501,-82.1650797,United States of America,Greenwood,North America
34.2064296,-118.2045232,United States of America,La Cañada Flintridge,North America
34.211874,-77.884228,United States of America,Wilmington,North America
34.213572,-119.0343713,United States of America,Camarillo,North America
34.230321,-118.2349689,United States of America,La Crescenta-Montrose,North America
34.2387727,134.3726242,Japan,Tokushima,Japan
34.2586763,135.3629838,Japan,Wakayama,Japan
34.3231554,133.8614808,Japan,Takamatsu,Japan
34.3654405,132.5387403,Japan,Hiroshima,Japan
34.3687889,132.5500213,Japan,Hiroshima,Japan
34.4136168,-118.498851,United States of America,Santa Clarita,North America
34.4200533,74.637797,India,Sopur,India
34.4762207,135.5630626,Japan,Ōsaka,Japan
34.4855768,133.3584659,Japan,Okayama,Japan
34.4878496,133.363025,Japan,Okayama,Japan
34.4898828,133.9488611,Japan,Takamatsu,Japan
34.4907879,-114.3131286,United States of America,Lake Havasu City,North America
34.493526,133.9387688,Japan,Okayama,Japan
34.5019599,-114.3225345,United States of America,Lake Havasu City,North America
34.5162463,135.4540298,Japan,Ōsaka,Japan
34.5203389,-117.3578905,United States of America,Victorville,North America
34.5659667,133.2478227,Japan,Okayama,Japan
34.5691785,-86.9965237,United States of America,Decatur,North America
34.5978236,-118.1100274,United States of America,Palmdale,North America
34.6000718,135.6938995,Japan,Nara,Japan
34.6009712,-112.3203596,United States of America,Prescott Valley,North America
34.6114665,135.7440764,Japan,Nara,Japan
34.633172,135.6048861,Japan,Ōsaka,Japan
34.6332772,138.1274145,Japan,Hamamatsu,Japan
34.6457027,135.0014538,Japan,Kōbe,Japan
34.6466885,135.0017929,Japan,Kōbe,Japan
34.6533464,135.0024894,Japan,Kōbe,Japan
34.6614566,-120.4634438,United States of America,Lompoc,North America
34.6683817,131.8549296,Japan,Yamaguchi,Japan
34.6945084,135.1956061,Japan,Kōbe,Japan
34.6987981,135.5009304,Japan,Ōsaka,Japan
34.70205,135.5092699,Japan,Ōsaka,Japan
34.7179519,134.8690941,Japan,Kōbe,Japan
34.7222275,-92.3620034,United States of America,Little Rock,North America
34.7258049,137.8491628,Japan,Hamamatsu,Japan
34.7292701,135.295574,Japan,Kōbe,Japan
34.730197,135.3458804,Japan,Ōsaka,Japan
34.7382115,135.3289089,Japan,Ōsaka,Japan
34.7400796,135.8202028,Japan,Nara,Japan
34.7416078,134.1849826,Japan,Okayama,Japan
34.7421997,137.9259452,Japan,Hamamatsu,Japan
34.743502,135.396146,Japan,Ōsaka,Japan
34.7447497,134.1860727,Japan,Okayama,Japan
34.7476957,137.9226299,Japan,Hamamatsu,Japan
34.7501649,134.8237815,Japan,Kōbe,Japan
34.7776602,135.4640342,Japan,Ōsaka,Japan
34.7793057,135.6437157,Japan,Ōsaka,Japan
34.7875718,135.4646149,Japan,Ōsaka,Japan
34.7966444,134.4729177,Japan,Okayama,Japan
34.8125842,134.6874635,Japan,Kōbe,Japan
34.8166099,135.5803116,Japan,Ōsaka,Japan
34.8178018,135.3339904,Japan,Ōsaka,Japan
34.8244705,135.4752861,Japan,Ōsaka,Japan
34.8257624,135.4198883,Japan,Ōsaka,Japan
34.8291214,135.6616221,Japan,Ōsaka,Japan
34.8361433,-82.3552656,United States of America,Greenville,North America
34.8368278,138.1948428,Japan,Shizuoka,Japan
34.8393006,136.9040438,Japan,Nagoya,Japan
34.8473286,136.915457,Japan,Nagoya,Japan
34.8480932,136.9138118,Japan,Nagoya,Japan
34.85417,135.6179775,Japan,Ōsaka,Japan
34.8569182,133.0199476,Japan,Matsue,Japan
34.858028,136.4492333,Japan,Tsu,Japan
34.8605806,134.5519037,Japan,Kōbe,Japan
34.9384731,134.8303205,Japan,Kōbe,Japan
34.9427024,-81.919677,United States of America,Spartanburg,North America
34.9446851,135.7054073,Japan,Kyōto,Japan
34.9551602,137.1713611,Japan,Nagoya,Japan
34.9598518,139.0903594,Japan,Yokohama,Japan
34.9757468,-92.0239762,United States of America,Cabot,North America
34.980428,136.9771721,Japan,Nagoya,Japan
